x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,objFunc
0.102854,0.116672,0.069426,0.074117,0.040292,0.064498,0.149202,0.03583,0.0,0.017895,0.034437,0.0,0.0,0.0,0.0,0.023425,0.0,0.0,0.0,0.0,0.01457,0.0,0.0,0.011896,0.0,0.015664,0.0,0.023125,0.0,0.010206,0.013248,0.0,0.013747,0.0,0.0,0.010967,0.0,0.130814,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.011045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002848,0.0,0.0,0.0,0.0,0.0,0.0,0.003344
0.102967,0.117164,0.071477,0.075363,0.038931,0.075579,0.12573,0.03747,0.0,0.018232,0.038205,0.0,0.023934,0.0,0.0,0.022802,0.0,0.0,0.0,0.0,0.0,0.119148,0.0,0.0,0.0,0.015205,0.0,0.025468,0.0,0.010697,0.01487,0.0,0.013578,0.0,0.0,0.01094,0.0,0.0,0.01175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006327,0.0,0.0,0.0,0.0,0.007676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00735,0.0,0.0,0.0,0.006242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002894,0.0,0.0,0.0,0.0,0.0,0.0,0.003985
0.102948,0.117361,0.070874,0.075001,0.024918,0.02396,0.066299,0.044289,0.0,0.006749,0.011089,0.0,0.0,0.0,0.0,0.009918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,0.006707,0.0,0.006527,0.0,0.005026,0.001576,0.0,0.001551,0.0,0.0,0.002775,0.0,0.0,0.001622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000547,0.0,0.0,0.0,0.0,0.002496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00077,0.0,0.408225,0.0,0.005951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002816,0.0,0.0,0.0,0.0,0.0,0.0,0.003478
0.103119,0.115271,0.072332,0.076644,0.040981,0.065131,0.11215,0.039119,0.0,0.019317,0.033885,0.0,0.020463,0.0,0.0,0.021594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014543,0.0,0.023566,0.0,0.010629,0.013311,0.0,0.012399,0.0,0.0,0.01033,0.0,0.0,0.01214,0.0,0.0,0.016228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006189,0.0,0.0,0.0,0.0,0.007331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00287,0.0,0.0,0.0,0.0,0.144185,0.0,0.003246
0.103466,0.115331,0.070195,0.075618,0.040151,0.061818,0.11089,0.037858,0.0,0.018536,0.034413,0.0,0.021165,0.0,0.0,0.021059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014502,0.0,0.024393,0.027932,0.010907,0.013641,0.0,0.012577,0.0,0.0,0.010339,0.0,0.0,0.012294,0.0,0.0,0.016179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129837,0.0,0.0,0.0,0.0,0.0,0.0,0.006387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002943,0.0,0.0,0.0,0.0,0.0,0.0,0.003567
0.103314,0.103953,0.055037,0.063526,0.025433,0.037671,0.082053,0.012142,0.0,0.007299,0.012196,0.0,0.004454,0.0,0.0,0.011919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01437,0.0,0.00685,0.000101,0.011294,0.014215,0.0,0.012595,0.0,0.0,0.009885,0.0,0.0,0.011643,0.0,0.0,0.015318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368153,0.0,0.0,0.0,0.0,0.0,0.0,0.006154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002914,0.0,0.0,0.0,0.0,0.0,0.0,0.003792
0.103476,0.11514,0.069735,0.074622,0.040935,0.039733,0.082605,0.013927,0.0,0.006995,0.01451,0.0,0.005546,0.376167,0.0,0.011452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007532,0.0,0.006145,0.0,0.004676,0.001018,0.0,0.002505,0.0,0.0,0.00344,0.0,0.0,0.00177,0.0,0.0,0.0,0.0,0.000613,0.0,0.0,0.0,0.0,0.011439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002933,0.0,0.0,0.0,0.0,0.0,0.0,0.003576
0.10407,0.116287,0.070318,0.074671,0.040058,0.061141,0.106801,0.033848,0.0,0.01798,0.03208,0.0,0.01861,0.0,0.0,0.020933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015104,0.0,0.024015,0.0,0.011322,0.014609,0.0,0.012664,0.0,0.0,0.009638,0.0,0.0,0.011495,0.0,0.0,0.016067,0.0,0.010799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160328,0.0,0.0,0.0,0.0,0.0,0.0,0.006335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003011,0.0,0.0,0.0,0.0,0.0,0.0,0.00382
0.104137,0.116583,0.069722,0.073577,0.039209,0.061795,0.109926,0.036132,0.0,0.017346,0.033887,0.0,0.018995,0.0762,0.0,0.023246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015605,0.0,0.02467,0.0,0.010672,0.014237,0.0,0.013397,0.0,0.0,0.009483,0.0,0.0,0.011708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029283,0.0,0.0,0.0,0.008296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003141,0.0,0.0,0.0,0.072531,0.0,0.0,0.003715
0.104066,0.118655,0.069405,0.073822,0.039806,0.062052,0.110995,0.034888,0.021454,0.01696,0.035064,0.0,0.018339,0.0,0.0,0.023357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.0,0.027189,0.026716,0.011706,0.013678,0.0,0.013322,0.0,0.0,0.009944,0.0,0.0,0.011827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003174,0.0,0.0,0.0,0.123558,0.0,0.0,0.00378
