param n = 99; 
param q = 25; 
param T = 261; 
param w = 
1	0.099824697
2	0.109778673
3	0.062665105
4	0.069000609
5	0.032341766
6	0.05015182
7	0.095820389
8	0.023677934
9	0.011624442
10	0.012444073
11	0.022735917
12	0.0064475
13	0.012136621
14	0.017383845
15	0.00230036
16	0.016335937
17	0.003145491
18	0.00549937
19	0.006020838
20	0.010218688
21	0.008005032
22	0.004305101
23	0.004264394
24	0.006422105
25	0.015569138
26	0.010993551
27	0.005123168
28	0.015057591
29	0.014192912
30	0.007797092
31	0.007551269
32	0.007173347
33	0.007717153
34	0.005268713
35	0.004613268
36	0.006489114
37	0.003072063
38	0.005155648
39	0.006829082
40	0.003604431
41	0.006473676
42	0.008143762
43	0.003148632
44	0.005556872
45	0.00418798
46	0.006710335
47	0.002998962
48	0.004571221
49	0.005786965
50	0.004061826
51	0.004205162
52	0.003245156
53	0.001474553
54	0.001613461
55	0.001918312
56	0.001385648
57	0.004900812
58	0.003466736
59	0.005242107
60	0.003339758
61	0.003449626
62	0.002031313
63	0.004501011
64	0.00344379
65	0.001537436
66	0.00145504
67	0.003464839
68	0.003762958
69	0.003230346
70	0.002387153
71	0.004081997
72	0.003674109
73	0.002041732
74	0.0025758
75	0.001817577
76	0.002064871
77	0.003121702
78	0.00657302
79	0.005614932
80	0.002513658
81	0.001560576
82	0.002521989
83	0.002810748
84	0.002609091
85	0.00111768
86	0.001013884
87	0.002968493
88	0.000738661
89	0.001533582
90	0.002378692
91	0.002057526
92	0.001598949
93	0.001806575
94	0.002919098
95	0.002338482
96	0.001331245
97	0.000836253
98	0.001380754
99	0.001944629
; 
param r: 
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
:= 
